"Package","LibPath","Version","GithubRepo","GithubUsername","GithubRef","GithubSHA1"
"fireSenseUtils","/home/tmichele/projects/NWT/libraryNWT/4.1","0.0.0.9028","fireSenseUtils","PredictiveEcology","V.2.0_NWT","b9f22782bea1a1836775f8529bf6b5ad14834aeb"
"foreach","/home/tmichele/projects/NWT/libraryNWT/4.1","1.5.1",NA,NA,NA,NA
"Formula","/home/tmichele/projects/NWT/libraryNWT/4.1","1.2-4",NA,NA,NA,NA
"fpCompare","/home/tmichele/projects/NWT/libraryNWT/4.1","0.2.3",NA,NA,NA,NA
"fs","/home/tmichele/projects/NWT/libraryNWT/4.1","1.5.0",NA,NA,NA,NA
"future","/home/tmichele/projects/NWT/libraryNWT/4.1","1.23.0",NA,NA,NA,NA
"future.apply","/home/tmichele/projects/NWT/libraryNWT/4.1","1.8.1",NA,NA,NA,NA
"gargle","/home/tmichele/projects/NWT/libraryNWT/4.1","1.2.0",NA,NA,NA,NA
"gdalUtilities","/home/tmichele/projects/NWT/libraryNWT/4.1","1.2.0",NA,NA,NA,NA
"gdalUtils","/home/tmichele/projects/NWT/libraryNWT/4.1","2.0.3.2",NA,NA,NA,NA
"generics","/home/tmichele/projects/NWT/libraryNWT/4.1","0.1.1",NA,NA,NA,NA
"gert","/home/tmichele/projects/NWT/libraryNWT/4.1","1.4.3",NA,NA,NA,NA
"ggfun","/home/tmichele/projects/NWT/libraryNWT/4.1","0.0.4",NA,NA,NA,NA
"ggimage","/home/tmichele/projects/NWT/libraryNWT/4.1","0.3.0",NA,NA,NA,NA
"ggplot2","/home/tmichele/projects/NWT/libraryNWT/4.1","3.3.5",NA,NA,NA,NA
"ggplotify","/home/tmichele/projects/NWT/libraryNWT/4.1","0.1.0",NA,NA,NA,NA
"ggpubr","/home/tmichele/projects/NWT/libraryNWT/4.1","0.4.0",NA,NA,NA,NA
"ggrepel","/home/tmichele/projects/NWT/libraryNWT/4.1","0.9.1",NA,NA,NA,NA
"ggsci","/home/tmichele/projects/NWT/libraryNWT/4.1","2.9",NA,NA,NA,NA
"ggsignif","/home/tmichele/projects/NWT/libraryNWT/4.1","0.6.3",NA,NA,NA,NA
"ggspatial","/home/tmichele/projects/NWT/libraryNWT/4.1","1.1.5",NA,NA,NA,NA
"gh","/home/tmichele/projects/NWT/libraryNWT/4.1","1.3.0",NA,NA,NA,NA
"gitcreds","/home/tmichele/projects/NWT/libraryNWT/4.1","0.1.1",NA,NA,NA,NA
"globals","/home/tmichele/projects/NWT/libraryNWT/4.1","0.14.0",NA,NA,NA,NA
"glue","/home/tmichele/projects/NWT/libraryNWT/4.1","1.5.0",NA,NA,NA,NA
"googledrive","/home/tmichele/projects/NWT/libraryNWT/4.1","2.0.0",NA,NA,NA,NA
"gower","/home/tmichele/projects/NWT/libraryNWT/4.1","0.2.2",NA,NA,NA,NA
"gplots","/home/tmichele/projects/NWT/libraryNWT/4.1","3.1.1",NA,NA,NA,NA
"gridBase","/home/tmichele/projects/NWT/libraryNWT/4.1","0.4-7",NA,NA,NA,NA
"gridExtra","/home/tmichele/projects/NWT/libraryNWT/4.1","2.3",NA,NA,NA,NA
"gridGraphics","/home/tmichele/projects/NWT/libraryNWT/4.1","0.5-1",NA,NA,NA,NA
"gtable","/home/tmichele/projects/NWT/libraryNWT/4.1","0.3.0",NA,NA,NA,NA
"gtools","/home/tmichele/projects/NWT/libraryNWT/4.1","3.9.2",NA,NA,NA,NA
"gurobi","/home/tmichele/projects/NWT/libraryNWT/4.1","9.1-1",NA,NA,NA,NA
"hexbin","/home/tmichele/projects/NWT/libraryNWT/4.1","1.28.2",NA,NA,NA,NA
"hexSticker","/home/tmichele/projects/NWT/libraryNWT/4.1","0.4.9",NA,NA,NA,NA
"highr","/home/tmichele/projects/NWT/libraryNWT/4.1","0.9",NA,NA,NA,NA
"Hmisc","/home/tmichele/projects/NWT/libraryNWT/4.1","4.6-0",NA,NA,NA,NA
"htmlTable","/home/tmichele/projects/NWT/libraryNWT/4.1","2.3.0",NA,NA,NA,NA
"htmltools","/home/tmichele/projects/NWT/libraryNWT/4.1","0.5.2",NA,NA,NA,NA
"htmlwidgets","/home/tmichele/projects/NWT/libraryNWT/4.1","1.5.4",NA,NA,NA,NA
"httr","/home/tmichele/projects/NWT/libraryNWT/4.1","1.4.2",NA,NA,NA,NA
"igraph","/home/tmichele/projects/NWT/libraryNWT/4.1","1.2.8",NA,NA,NA,NA
"ini","/home/tmichele/projects/NWT/libraryNWT/4.1","0.3.1",NA,NA,NA,NA
"ipred","/home/tmichele/projects/NWT/libraryNWT/4.1","0.9-12",NA,NA,NA,NA
"isoband","/home/tmichele/projects/NWT/libraryNWT/4.1","0.2.5",NA,NA,NA,NA
"iterators","/home/tmichele/projects/NWT/libraryNWT/4.1","1.0.13",NA,NA,NA,NA
"jpeg","/home/tmichele/projects/NWT/libraryNWT/4.1","0.1-9",NA,NA,NA,NA
"jsonlite","/home/tmichele/projects/NWT/libraryNWT/4.1","1.7.2",NA,NA,NA,NA
"knitr","/home/tmichele/projects/NWT/libraryNWT/4.1","1.36",NA,NA,NA,NA
"kSamples","/home/tmichele/projects/NWT/libraryNWT/4.1","1.2-9",NA,NA,NA,NA
"labeling","/home/tmichele/projects/NWT/libraryNWT/4.1","0.4.2",NA,NA,NA,NA
"LandR","/home/tmichele/projects/NWT/libraryNWT/4.1","1.0.6.9004","LandR","PredictiveEcology","development","67c09bd9fc59a925e338ce7556f9b31a2b9e5a35"
"LandR.CS","/home/tmichele/projects/NWT/libraryNWT/4.1","0.0.3","LandR.CS","ianmseddy","master","02b5610366f1cac53011a72a43805a906c2437e0"
"latticeExtra","/home/tmichele/projects/NWT/libraryNWT/4.1","0.6-29",NA,NA,NA,NA
"lava","/home/tmichele/projects/NWT/libraryNWT/4.1","1.6.10",NA,NA,NA,NA
"lazyeval","/home/tmichele/projects/NWT/libraryNWT/4.1","0.2.2",NA,NA,NA,NA
"lifecycle","/home/tmichele/projects/NWT/libraryNWT/4.1","1.0.1",NA,NA,NA,NA
"lintr","/home/tmichele/projects/NWT/libraryNWT/4.1","2.0.1.9000","lintr","jimhester","HEAD","6e0d15257496421266f4f87700be16c8dd3f090b"
"listenv","/home/tmichele/projects/NWT/libraryNWT/4.1","0.8.0",NA,NA,NA,NA
"lme4","/home/tmichele/projects/NWT/libraryNWT/4.1","1.1-27.1",NA,NA,NA,NA
"lobstr","/home/tmichele/projects/NWT/libraryNWT/4.1","1.1.1",NA,NA,NA,NA
"lubridate","/home/tmichele/projects/NWT/libraryNWT/4.1","1.8.0",NA,NA,NA,NA
"magick","/home/tmichele/projects/NWT/libraryNWT/4.1","2.7.3",NA,NA,NA,NA
"magrittr","/home/tmichele/projects/NWT/libraryNWT/4.1","2.0.1",NA,NA,NA,NA
"map","/home/tmichele/projects/NWT/libraryNWT/4.1","0.0.3.9000","map","PredictiveEcology","development","b41459e3647c32a343d69f03bdde4aa4536089a9"
"maptools","/home/tmichele/projects/NWT/libraryNWT/4.1","1.1-2",NA,NA,NA,NA
"MatrixModels","/home/tmichele/projects/NWT/libraryNWT/4.1","0.5-0",NA,NA,NA,NA
"matrixStats","/home/tmichele/projects/NWT/libraryNWT/4.1","0.61.0",NA,NA,NA,NA
"memoise","/home/tmichele/projects/NWT/libraryNWT/4.1","2.0.0",NA,NA,NA,NA
"mime","/home/tmichele/projects/NWT/libraryNWT/4.1","0.12",NA,NA,NA,NA
"minqa","/home/tmichele/projects/NWT/libraryNWT/4.1","1.2.4",NA,NA,NA,NA
"ModelMetrics","/home/tmichele/projects/NWT/libraryNWT/4.1","1.2.2.2",NA,NA,NA,NA
"MuMIn","/home/tmichele/projects/NWT/libraryNWT/4.1","1.43.17",NA,NA,NA,NA
"munsell","/home/tmichele/projects/NWT/libraryNWT/4.1","0.5.0",NA,NA,NA,NA
"nloptr","/home/tmichele/projects/NWT/libraryNWT/4.1","1.2.2.3",NA,NA,NA,NA
"nortest","/home/tmichele/projects/NWT/libraryNWT/4.1","1.0-4",NA,NA,NA,NA
"numDeriv","/home/tmichele/projects/NWT/libraryNWT/4.1","2016.8-1.1",NA,NA,NA,NA
"openssl","/home/tmichele/projects/NWT/libraryNWT/4.1","1.4.5",NA,NA,NA,NA
"parallelly","/home/tmichele/projects/NWT/libraryNWT/4.1","1.29.0",NA,NA,NA,NA
"pbkrtest","/home/tmichele/projects/NWT/libraryNWT/4.1","0.5.1",NA,NA,NA,NA
"pemisc","/home/tmichele/projects/NWT/libraryNWT/4.1","0.0.3.9002","pemisc","PredictiveEcology","development","35be16986ae14a85ea7f5921187c01e2dc97fd7e"
"permute","/home/tmichele/projects/NWT/libraryNWT/4.1","0.9-5",NA,NA,NA,NA
"peutils","/home/tmichele/projects/NWT/libraryNWT/4.1","0.1.0","peutils","PredictiveEcology","development","d40d97c594c01014101c1edacd48bcace89dcb97"
"pillar","/home/tmichele/projects/NWT/libraryNWT/4.1","1.6.4",NA,NA,NA,NA
"pkgbuild","/home/tmichele/projects/NWT/libraryNWT/4.1","1.2.0",NA,NA,NA,NA
"pkgconfig","/home/tmichele/projects/NWT/libraryNWT/4.1","2.0.3",NA,NA,NA,NA
"pkgload","/home/tmichele/projects/NWT/libraryNWT/4.1","1.2.3",NA,NA,NA,NA
"plogr","/home/tmichele/projects/NWT/libraryNWT/4.1","0.2.0",NA,NA,NA,NA
"plyr","/home/tmichele/projects/NWT/libraryNWT/4.1","1.8.6",NA,NA,NA,NA
"png","/home/tmichele/projects/NWT/libraryNWT/4.1","0.1-7",NA,NA,NA,NA
"polynom","/home/tmichele/projects/NWT/libraryNWT/4.1","1.4-0",NA,NA,NA,NA
"praise","/home/tmichele/projects/NWT/libraryNWT/4.1","1.0.0",NA,NA,NA,NA
"prettymapr","/home/tmichele/projects/NWT/libraryNWT/4.1","0.2.2",NA,NA,NA,NA
"prettyunits","/home/tmichele/projects/NWT/libraryNWT/4.1","1.1.1",NA,NA,NA,NA
"prioritizr","/home/tmichele/projects/NWT/libraryNWT/4.1","7.1.1",NA,NA,NA,NA
"pROC","/home/tmichele/projects/NWT/libraryNWT/4.1","1.18.0",NA,NA,NA,NA
"processx","/home/tmichele/projects/NWT/libraryNWT/4.1","3.5.2",NA,NA,NA,NA
"prodlim","/home/tmichele/projects/NWT/libraryNWT/4.1","2019.11.13",NA,NA,NA,NA
"progressr","/home/tmichele/projects/NWT/libraryNWT/4.1","0.9.0",NA,NA,NA,NA
"proto","/home/tmichele/projects/NWT/libraryNWT/4.1","1.0.0",NA,NA,NA,NA
"proxy","/home/tmichele/projects/NWT/libraryNWT/4.1","0.4-26",NA,NA,NA,NA
"pryr","/home/tmichele/projects/NWT/libraryNWT/4.1","0.1.5",NA,NA,NA,NA
"ps","/home/tmichele/projects/NWT/libraryNWT/4.1","1.6.0",NA,NA,NA,NA
"purrr","/home/tmichele/projects/NWT/libraryNWT/4.1","0.3.4",NA,NA,NA,NA
"qs","/home/tmichele/projects/NWT/libraryNWT/4.1","0.25.1.1",NA,NA,NA,NA
"quantreg","/home/tmichele/projects/NWT/libraryNWT/4.1","5.86",NA,NA,NA,NA
"quickPlot","/home/tmichele/projects/NWT/libraryNWT/4.1","0.1.6",NA,NA,NA,NA
"R.methodsS3","/home/tmichele/projects/NWT/libraryNWT/4.1","1.8.1",NA,NA,NA,NA
"R.oo","/home/tmichele/projects/NWT/libraryNWT/4.1","1.24.0",NA,NA,NA,NA
"R.utils","/home/tmichele/projects/NWT/libraryNWT/4.1","2.11.0",NA,NA,NA,NA
"R6","/home/tmichele/projects/NWT/libraryNWT/4.1","2.5.1",NA,NA,NA,NA
"RApiSerialize","/home/tmichele/projects/NWT/libraryNWT/4.1","0.1.0",NA,NA,NA,NA
"rappdirs","/home/tmichele/projects/NWT/libraryNWT/4.1","0.3.3",NA,NA,NA,NA
"raster","/home/tmichele/projects/NWT/libraryNWT/4.1","3.5-2",NA,NA,NA,NA
"rasterVis","/home/tmichele/projects/NWT/libraryNWT/4.1","0.51.1",NA,NA,NA,NA
"rcmdcheck","/home/tmichele/projects/NWT/libraryNWT/4.1","1.4.0",NA,NA,NA,NA
"RColorBrewer","/home/tmichele/projects/NWT/libraryNWT/4.1","1.1-2",NA,NA,NA,NA
"Rcpp","/home/tmichele/projects/NWT/libraryNWT/4.1","1.0.7",NA,NA,NA,NA
"RcppArmadillo","/home/tmichele/projects/NWT/libraryNWT/4.1","0.10.7.3.0",NA,NA,NA,NA
"RcppEigen","/home/tmichele/projects/NWT/libraryNWT/4.1","0.3.3.9.1",NA,NA,NA,NA
"RcppParallel","/home/tmichele/projects/NWT/libraryNWT/4.1","5.1.4",NA,NA,NA,NA
"RCurl","/home/tmichele/projects/NWT/libraryNWT/4.1","1.98-1.5",NA,NA,NA,NA
"recipes","/home/tmichele/projects/NWT/libraryNWT/4.1","0.1.17",NA,NA,NA,NA
"rematch2","/home/tmichele/projects/NWT/libraryNWT/4.1","2.1.2",NA,NA,NA,NA
"remotes","/home/tmichele/projects/NWT/libraryNWT/4.1","2.4.1",NA,NA,NA,NA
"reproducible","/home/tmichele/projects/NWT/libraryNWT/4.1","1.2.8.9001","reproducible","PredictiveEcology","development","97b64692aee3e0424173c630334ac3c2986ade2c"
"Require","/home/tmichele/projects/NWT/libraryNWT/4.1","0.0.13","Require","PredictiveEcology","master","67274902db5b8b3bc791ab5d8261b2864ffd7b0e"
"reshape2","/home/tmichele/projects/NWT/libraryNWT/4.1","1.4.4",NA,NA,NA,NA
"rex","/home/tmichele/projects/NWT/libraryNWT/4.1","1.2.1",NA,NA,NA,NA
"rgdal","/home/tmichele/projects/NWT/libraryNWT/4.1","1.5-27",NA,NA,NA,NA
"rgeos","/home/tmichele/projects/NWT/libraryNWT/4.1","0.5-8",NA,NA,NA,NA
"rjson","/home/tmichele/projects/NWT/libraryNWT/4.1","0.2.20",NA,NA,NA,NA
"rlang","/home/tmichele/projects/NWT/libraryNWT/4.1","0.4.12",NA,NA,NA,NA
"rosm","/home/tmichele/projects/NWT/libraryNWT/4.1","0.2.5",NA,NA,NA,NA
"roxygen2","/home/tmichele/projects/NWT/libraryNWT/4.1","7.1.2",NA,NA,NA,NA
"rprojroot","/home/tmichele/projects/NWT/libraryNWT/4.1","2.0.2",NA,NA,NA,NA
"RSQLite","/home/tmichele/projects/NWT/libraryNWT/4.1","2.2.8",NA,NA,NA,NA
"rstatix","/home/tmichele/projects/NWT/libraryNWT/4.1","0.7.0",NA,NA,NA,NA
"rstudioapi","/home/tmichele/projects/NWT/libraryNWT/4.1","0.13",NA,NA,NA,NA
"rversions","/home/tmichele/projects/NWT/libraryNWT/4.1","2.1.1",NA,NA,NA,NA
"s2","/home/tmichele/projects/NWT/libraryNWT/4.1","1.0.7",NA,NA,NA,NA
"scales","/home/tmichele/projects/NWT/libraryNWT/4.1","1.1.1",NA,NA,NA,NA
"sessioninfo","/home/tmichele/projects/NWT/libraryNWT/4.1","1.2.1",NA,NA,NA,NA
"sf","/home/tmichele/projects/NWT/libraryNWT/4.1","1.0-4",NA,NA,NA,NA
"showtext","/home/tmichele/projects/NWT/libraryNWT/4.1","0.9-4",NA,NA,NA,NA
"showtextdb","/home/tmichele/projects/NWT/libraryNWT/4.1","3.0",NA,NA,NA,NA
"slam","/home/tmichele/projects/NWT/libraryNWT/4.1","0.1-49",NA,NA,NA,NA
"sp","/home/tmichele/projects/NWT/libraryNWT/4.1","1.4-6",NA,NA,NA,NA
"SpaDES","/home/tmichele/projects/NWT/libraryNWT/4.1","2.0.7",NA,NA,NA,NA
"SpaDES.core","/home/tmichele/projects/NWT/libraryNWT/4.1","1.0.9",NA,NA,NA,NA
"SpaDES.experiment","/home/tmichele/projects/NWT/libraryNWT/4.1","0.0.1","SpaDES.experiment","PredictiveEcology","HEAD","d3226a92bc70a4e8ebd5f41f76808e6c2c29361d"
"SpaDES.tools","/home/tmichele/projects/NWT/libraryNWT/4.1","0.3.9",NA,NA,NA,NA
"SparseM","/home/tmichele/projects/NWT/libraryNWT/4.1","1.81",NA,NA,NA,NA
"SQUAREM","/home/tmichele/projects/NWT/libraryNWT/4.1","2021.1",NA,NA,NA,NA
"stringfish","/home/tmichele/projects/NWT/libraryNWT/4.1","0.15.4",NA,NA,NA,NA
"stringi","/home/tmichele/projects/NWT/libraryNWT/4.1","1.7.5",NA,NA,NA,NA
"stringr","/home/tmichele/projects/NWT/libraryNWT/4.1","1.4.0",NA,NA,NA,NA
"SuppDists","/home/tmichele/projects/NWT/libraryNWT/4.1","1.1-9.5",NA,NA,NA,NA
"sys","/home/tmichele/projects/NWT/libraryNWT/4.1","3.4",NA,NA,NA,NA
"sysfonts","/home/tmichele/projects/NWT/libraryNWT/4.1","0.8.5",NA,NA,NA,NA
"terra","/home/tmichele/projects/NWT/libraryNWT/4.1","1.4-20",NA,NA,NA,NA
"testthat","/home/tmichele/projects/NWT/libraryNWT/4.1","3.1.0",NA,NA,NA,NA
"tibble","/home/tmichele/projects/NWT/libraryNWT/4.1","3.1.6",NA,NA,NA,NA
"tictoc","/home/tmichele/projects/NWT/libraryNWT/4.1","1.0.1",NA,NA,NA,NA
"tidyr","/home/tmichele/projects/NWT/libraryNWT/4.1","1.1.4",NA,NA,NA,NA
"tidyselect","/home/tmichele/projects/NWT/libraryNWT/4.1","1.1.1",NA,NA,NA,NA
"tiler","/home/tmichele/projects/NWT/libraryNWT/4.1","0.2.5",NA,NA,NA,NA
"timeDate","/home/tmichele/projects/NWT/libraryNWT/4.1","3043.102",NA,NA,NA,NA
"units","/home/tmichele/projects/NWT/libraryNWT/4.1","0.7-2",NA,NA,NA,NA
"unixtools","/home/tmichele/projects/NWT/libraryNWT/4.1","0.1-1",NA,NA,NA,NA
"usefulFuns","/home/tmichele/projects/NWT/libraryNWT/4.1","0.1.0","usefulFuns","tati-micheletti","fileMystery","a0dcfd232ebbe7ddf8ef2c1cb82196e2f271ef04"
"usethis","/home/tmichele/projects/NWT/libraryNWT/4.1","2.1.3",NA,NA,NA,NA
"utf8","/home/tmichele/projects/NWT/libraryNWT/4.1","1.2.2",NA,NA,NA,NA
"uuid","/home/tmichele/projects/NWT/libraryNWT/4.1","1.0-3",NA,NA,NA,NA
"vctrs","/home/tmichele/projects/NWT/libraryNWT/4.1","0.3.8",NA,NA,NA,NA
"vegan","/home/tmichele/projects/NWT/libraryNWT/4.1","2.5-7",NA,NA,NA,NA
"viridis","/home/tmichele/projects/NWT/libraryNWT/4.1","0.6.2",NA,NA,NA,NA
"viridisLite","/home/tmichele/projects/NWT/libraryNWT/4.1","0.4.0",NA,NA,NA,NA
"waldo","/home/tmichele/projects/NWT/libraryNWT/4.1","0.3.1",NA,NA,NA,NA
"whisker","/home/tmichele/projects/NWT/libraryNWT/4.1","0.4",NA,NA,NA,NA
"withr","/home/tmichele/projects/NWT/libraryNWT/4.1","2.4.2",NA,NA,NA,NA
"wk","/home/tmichele/projects/NWT/libraryNWT/4.1","0.5.0",NA,NA,NA,NA
"xfun","/home/tmichele/projects/NWT/libraryNWT/4.1","0.28",NA,NA,NA,NA
"xml2","/home/tmichele/projects/NWT/libraryNWT/4.1","1.3.2",NA,NA,NA,NA
"xmlparsedata","/home/tmichele/projects/NWT/libraryNWT/4.1","1.0.5",NA,NA,NA,NA
"xopen","/home/tmichele/projects/NWT/libraryNWT/4.1","1.0.0",NA,NA,NA,NA
"yaml","/home/tmichele/projects/NWT/libraryNWT/4.1","2.2.1",NA,NA,NA,NA
"yulab.utils","/home/tmichele/projects/NWT/libraryNWT/4.1","0.0.4",NA,NA,NA,NA
"zip","/home/tmichele/projects/NWT/libraryNWT/4.1","2.2.0",NA,NA,NA,NA
"zoo","/home/tmichele/projects/NWT/libraryNWT/4.1","1.8-9",NA,NA,NA,NA
"base","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"boot","/usr/lib/R/library","1.3-28",NA,NA,NA,NA
"class","/usr/lib/R/library","7.3-19",NA,NA,NA,NA
"cluster","/usr/lib/R/library","2.1.2",NA,NA,NA,NA
"codetools","/usr/lib/R/library","0.2-18",NA,NA,NA,NA
"compiler","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"datasets","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"foreign","/usr/lib/R/library","0.8-81",NA,NA,NA,NA
"graphics","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"grDevices","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"grid","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"KernSmooth","/usr/lib/R/library","2.23-20",NA,NA,NA,NA
"lattice","/usr/lib/R/library","0.20-45",NA,NA,NA,NA
"MASS","/usr/lib/R/library","7.3-54",NA,NA,NA,NA
"Matrix","/usr/lib/R/library","1.3-4",NA,NA,NA,NA
"methods","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"mgcv","/usr/lib/R/library","1.8-38",NA,NA,NA,NA
"nlme","/usr/lib/R/library","3.1-152",NA,NA,NA,NA
"nnet","/usr/lib/R/library","7.3-16",NA,NA,NA,NA
"parallel","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"rpart","/usr/lib/R/library","4.1-15",NA,NA,NA,NA
"spatial","/usr/lib/R/library","7.3-14",NA,NA,NA,NA
"splines","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"stats","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"stats4","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"survival","/usr/lib/R/library","3.2-13",NA,NA,NA,NA
"tcltk","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"tools","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"translations","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
"utils","/usr/lib/R/library","4.1.2",NA,NA,NA,NA
